why do it come up with an error msg when try to cast from the bbc iplayer? no problem with youtube or filmon.,b
it work great on all of my other mobilize device but it just stop work on my galaxy 6 edge. it act like it be ready to cast and even display to the tv but give an error on my mobile that it can detect a device????? this need to be fixed.,b
i have used my chrome cast for awhile now but within minute of connect it say cast screen have stopped. it s not too often i can use it anymore. i used this for all my tv view pleasure. please help me fix it.,b
win t connect to latest version if air server which support .,b
mirror anything on your cellular device to the big screen with no complication great work!,b
but please add a way to use audio on your phone while cast on screen.,b
great creative device but need a lot of improvement as sometimes cannot connect to wifi and doesn t show available wifi. please provide some update,b
win t pick up my device ever since i upgrade to a samsung s7.,b
stick on connect to chrome cast so i can t set it up. even on new phone that haven t be modified.,b
i want chromecast to be fully functional offline,b
about a month ago i start have issue with my chromecast connecting. i have 2 of the first generation chromecast and never have a problem. now i can t cast my screen at all they don t even show on my computer anymore. netflix seem to work almost all the time as do shomi but youtube be hit and miss. what hen i ve try factory reset go through all the troubleshooting advice and no luck. fix whatever you do to it so i can love it again!,b
this recent update reverse the improvement to remember your home device and now require pin entry once again be a huge drawback. sadness.,b
cast to tv wouldn t work after update but google s support help get it go again! thank you!,b
work perfectly smooth,b
best apk ever! i wont give up with the apk!!!🙌🙌,b
i like it for netflix however it go out almost every other day and i can t connect to the tv. so i have to remove it and install it again. it work well after i do that. it s just frustrating but overall it s a good fit for me.,b
please update this . i never have any issue until recently when it stop show me the cast option in the drop down menu and when i use our other phone a galaxy s3 it give me yhe option but doesn t ever cast screen. it say its connected when its not and then when i try to disconnect it wont. in other word this have turn to crap and need a better update.,b
i have to uninstall and reinstall it every time i want to use it,b
why take away such a great feature i can t hear anything through my phone ever since update to android 6,b
used to work fine now constantly on cast but will not show on tv.. will not disconnect.. please fix,b
work awhile ago now it just disconnect every two second,b
e x c e le n t e,b
even when it isn t screening it s say disconnect and it win t! therefore i can t cast!!!!,b
but cant screen cast. plz fix it,b
all these day it work well.. now suddenly it pop up message your chrome cast be manufacture for a different country sucksss,b
for fix all issues.,b
this ethiopia internate be a luxary.. so please enable cast screen for local medium i know it work on android os 4.4.2.. mine be 4.3.. screen cast doesn t work,b
sometimes buffer,b
i think it be go to be for all phone but i guess not the only thing that work for me be youtube \u0026amp; netflix.,b
please update it to support marshmallow. cast interruption problem,b
previously rave about chromecast and have always recommend now? no! audio have fail completely! factory reset win t solve the problem. not to mention the screen only cast for so long. the past few update have render it obsolete. look like i ll be order myself a fire stick now. sort it out google!,b
nothing but problems. can t find my device when it s already playing. create 2 different name for the same device. crashes. what good be chrome cast if it can t be set up?,b
i give it a 1 because up until now i very hy but then thing changed. i have no idea my smartphone be be used as part of the circuit. as long as you have an android phone it work great as it do for me. then i change to an iphone and it be now a real pain in the neck to use.. my iphone be now my remote. it s pretty hard to find a movie on that tiny screen. i have over a year of use but still feel cheated.,b
my cast just stop cast no reason why?,b
really like it! cast youtube and netflix work very well and easy to use. only thing that prevent me from give it 5 star be that i cant screen cast on my phone or ipad air. when i try to cast on my phone it disconnect and on my ipad there be no option for it. but still like it,b
set up time less than 2 mins start stream tour android screen photo movie compatible s like a charm. clear no lag.. can t get smoother than this. a great product to convert your non smart tv to a smart one in just 3k rupees. recommend as a strong buy to seamlessly connect your digital device to your tv with ease without wires! now that s go digital!,b
after the recent update the connection keep dropping.,b
we be unable to cast screen video of my mobile ..please guide me how to resolve this,b
a lot better be expect from google. we should be able to select the quality of video that we want to play. but google force us to watch a certain quality video depend on our connection speed.,b
work for about 4 time and have be try to troubleshoot for several weeks. very disointed.,b
connect easily and work exactly like it say just start an press the button and do that simple no lag too and i like the what s on feature,b
it use to play fine but now it keep freeze \u0026amp; drop my cast. i have do everything the tech person have tell me to do but nothing works. they say it must be a bug with the . if you guy actually read these please fix!!,b
older version of chromecast worked better for me. newer version fails often! why fix what ain t broken??? 😤,b
the overall connection be a bit weak it drop and ill have to restart the connection and will keep play off your phone even if the isn t on.,b
i upgrade because chromecast constantly have problem start up and connect to youtube. surprise surprise the new one be worse than the old one.,b
can give more control s on phone,b
gallery crash every time i try to mirror screen.,b
if have a nexus phone cast connection much faster even if you have new 4k tv which have cast but google always better highly recommend,b
it s not work on my samsung galaxy note 5 run android marshmallow when the device be plug in a tv. although the show the chromecast device in device it say unable to find a compatible google cast device when i try to cast. it work on my ipad and samsung tab 3 run android kitkat.,b
i have a galaxy s5 and can screen mirror any content on my phone. now that i m on s7 edge that option isn t available. pointless without this option in my opinion,b
workec great for awhile. but now it will not stay connect to the tv no matter how many time i refresh.,b
hi google team all my device can t detect the chromecast after update pls solve it,b
lag lag lag,b
it work fine for the time that i want to just mirror my screen. buy the 2nd version of the chromecast. my preference be to not mirror my screen because it show all notification and it seem my screen have to remain on which be frustrating. if i have local medium i use allcast or localcast. side note if you use es file explorer they offer a chromecast plugin that work fine no lag . it require you to have the video for example on the device or i suppose through a medium center. solid explorer have a chromecast plugin as well.,b
have this for about a month work when i first get it update it when need now black screen reboot and factory reset numerous time and still nothing when it do decide to work it do not work for long halfway through cast the screen go black sent feedback and not hear anything back typical! start to wish i have never buy it now please fix!,b
netflix have issue,b
stay connect for about 15 seconds. it continue to play but you can t control it,b
used to work perfectly but now after the update it can no longer cast on my tv,b
my phone can cast to my smart tv perfectly fine but this can t. it can t find it on the same network and no longer let s me connect to it over my hotspot.,b
all feature work well on samsung s6 and s7 but the screen mirror do not work on the tab 7,b
in all of the tutorial that i have watch everything that i have read about google chromecast not one time in the last 3 month do it ever say that i need to have internet in my home for my android to send the signal to the chromecast device stupid and dumb,b
info image product perfection,b
i can t mirrorsync my phone to my tv anymore. crave and all other chromecast friendly s work. anyone why i can t get connectivity from this anymore?,b
it would be better if i can actually use the photo with the chromecast not only on this device but also in my two other smartphone or my family s devices.,b
you dont have to switch to the input where the cast it just turn on,b
barely work after few month,b
each time i run it on my galaxy note 10.1 run kitkat it stop working \u0026amp; force restart,b
netflix be repeatedly not work with chromecast. the reason why i purchase this be to view neflix on my tv not my mobile phone.,b
only work sometimes.. very inconsistent. .,b
doesn t see wifi network,b
best one to use trust me. just get to reboot ever now an then.,b
it win t cast my android screen,b
don t know why google can t leave stuff alone this work great now can look at anything other than the cast without it crash,b
after the marshmallow update it s not detect chromecast while my other device such as window can,b
the cast screenaudio function be completely break for me. no problem with internet connection as netflix and youtube work perfectly. every time i try to use this function the video stop playing while the sound continue or both stutter continuesly. it used to work better before the last update but still want great.,b
great but some time i cant connect my phone or tablet to it,b
i previously love this .however it no longer cast on the screen. it say it s casting but it be not.. please fix,b
work great on windows 7 pro laptop upgrade to window 10 pro now cannot find chromecast devices..,b
why do we need wifi,b
the program lag and disconnect all the time.,b
can t figure out why it work one moment then the next time win t. just get a smart tv,b
i have a note 5 and a s tab that both have the smart remote already on the phone. i use it more than i use my remote. the problem be when i can t somethin to the tv the remote will automatically change channel or source or the menu screen will come on. this be very frustrating and be start to piss me off.,b
photo slideshow speed be slow,b
cast screen function not work from galaxy tab a other function be ok,b
why will this only work on my samsung tablet ?it wont stay connect to my samsung phone an win t connect at all to my laptop or kindle please help ..,b
lg v10. google cast keep disconnect and i can t control what i m watching.,b
cast movie from samsung note 10.1. the be great but a big but the sound and video be not in sync.sound ahead of the lip by maybe half a second. un watchable i be sorry to say. it have not improve since i complain about this a year ago. 10m customer and you googler should fix it.,b
used to work pretty good. now only work with youtube. hulu can t find the device. can t cast the desktop. no s what so ever. except youtube. screw this. more headache than it s work. by the way i m used a chromebook.,b
the cast screenmirror option rarely works. it used to work great but with recent upload it hardly ever work properly. will kick you off randomly end the cast when you navigate away from google cast . i would rate higher if this be fixed. i feel it doesn t do what it advertise where screen cast be concerned. all else work fine.,b
chromecast work great and then after an update and the change to it rarely work anymore,b
i can no longer cast from within s. only screen mirror works. youtube netflix etc no longer have cast icons.,b
the thing be work completely fine one minute but then decide that it didn t like my phone or router because it refuse to connect to both even though i m putt in the correct wifi password.,b
chromecast keep lose connection when watch a movie. very frustrating!!!,b
samsung edge s7 win t cast internet video or hbo go whereas it use to be able to and it use to work great and now something prevent it. cast screen icon be no where to be find from where it be previously . cast screen still work with google owned company like youtube free trade violation? my old samsung galaxy s5 phone doesn t have any of google s update and it still cast everything to tv. recent update have make chromecast useless don t buy a google chromecast .,b
i m constantly have to restart my phonereset the chrome cast. pretty much anytime the device have be in standby when i get to connect it connect but when i try to stay medium through youtube it will just stay stick on connecting. i ve see it to this with sotify as well but the as about all i use with my chrome cast. i don t use netflix anymore but when i do use it a few month ago i didn t really have these issues. also should be note that this start hen on the version 2 chrome cast.,b
the only it s support now be youtube. no cast icon in google play netflix hulu hbo etc. not worth it.,b
shift it docent work on my tab fix or no star,b
a full screen ad randomly pop up during setup be very intrusive unintuitive and a big f you to your users. bad google.,b
for be the main for chromecast and be a google much improvement can be make specifically the cast screen option. between the constant lag and buffering i be on the verge of turn green and hulking out! please fix and you will get 5 stars. have same problem on the last 6 different phone i have own so i know it s not a device issue. come on google you can do it \u0026amp;gt; i believe in you!,b
cannot cast as the connection keep drop or it win t even connect to my chromecast device. very very annoying.,b
beware of overheat with the second gen chromecast. i have this problem start today and although audio still work video go to black screen with no visual output if the device get too warm. i ve have to solve it with a desktop fan blow on it on very hot days.,b
it be work great before the update now i can t cast anything and it win t connect to my wifi i lie it do connect then it lose signal fix this crap! i be really enjoy chromecast with my family and kid,b
audio go in n out please fix,b
i always have to reset up my device or have to delete my and re install in order for it to work. 😟,b
love chromecast. since last update it have be buggy. please fix,b
so i ve have my chrome cast for around 6month when i first have it it connect perfectly it be fantastic but slowly it start bugging drop connection or not connect now it s completely stop working be say it s stream but nothing ears on my screen i love google product but i m seriously disoint with this!!,b
be excellent now i ve get 5ghz broadband the chromecast will not connect now completely unusable. ive try go back to 2.4ghz no good either. be there a fix come or should i put it on ebay?,b
it no longer casts my phone?? used to be great now its awful 😡,b
i pay every time for the just dance and it s always freezing. i truly feel like a refund be necessary ..google cast be bs,b
really great stream device have 4 of them!,b
for something that small and with such limited used it can only be classify as an expensive gadget. there be really little you can do with this and while if like me you buy the item for just the one reason then that s fine but don t be hope to get mich out of it without have to pay for many different service every month.,b
after the new update it stop working and give this error you chromecast be manufacture for a different country . in your update you say bug fix and performance improvement !!!,b
this sucks. chromecast doesnt work,b
randomly lose connection and video continue to play but i can no longer control it.,b
purely random if it work with chromecast audio. used google play music it connect but then all i get be an error state it can t play the request track. stop cast plug the tablet in to the cable via the headphone socket no error play fine only get it when i try to cast which be the whole point. very frustrated.,b
can lay in bed and watch anything i want and don t have to get up to change the channel,b
i can literally mirror everything from my phone onto the chromecast without any lag as well!,b
doesn t work say it be all hooked up then it wouldn t link up,b
last time i used this i spend more time reconnect my device to the tv than i do watch my show,b
control in the notification panel keep disearing. if you wait a little while after play anything you lose the ability to control the playback. reopen the doesn t resolve it and you must resort to used this to control. even that be limit to pause and stop. very very frustrating.,b
not work with update version of netflix please help,b
connect or disconnect automatically,b
it s suck if i can t connect to the near by devices..it suck,b
i don t want to download s to my phone to be able to watch tv that s what remote control be for. i m return it back to the store because of it.,b
hard to use. cant cast to my tv while im used my samsung j5. i think this be useless,b
this be a 5 star i even get one for my mother after i try it. it be dependable and it work as advertised but it suddenly stop work after the june update. the chromecast be not recognize in the so mirror be impossible and it would only stay connect in other s like netflick for a few minute at a time. when i try to set it up again the would not recognize the device so now it do not work at all. the one i get for my mom have the same trouble. we miss our netflicks!,b
used original chromecast then use older version because this one suck and freeze constantly during setup and fail to find device or loose connection constantly.,b
all lock up to google device only. win t work with any generic standard or devices.,b
i actually don t know whose fault it be but when i try to connect to bbc iplayer 70% of my time be work through glitch start restart rebooting. buy an amazon fire stick last week and that s become my go to medium friend. my chromecast may not get used at all soon. please sort it out. i have the old chromecast,b
under normal circumstance i would rate it as a 5 as i love that i spend 40 buck and didn t have to buy a new tv to connect to thing like netflix and stan. but in the last week or so i can t connect netflix to my chromecast through my tablet or handset it just craps itself but stan works. no this isn t a geoblocker proxy error courtesy of netflix it try to connect but just kind of give up be this an update thing?? it work fine a couple week ago. help! or sort out the last update,b
ever since the last update my phone win t connect. please fix this!!,b
i have a perfect wifi signal and it still doesn t work. worst money ever spent. if walmart would accept electronic to be return i d return it and get my money back. this be b.s.,b
cast feature be not working. it wont find device to cast or connect to.,b
win t even download.,b
do the cast screen not working have to do with the wifi right? just ask,b
good for chrome,b
doesn t work without an internet connection!!! this be poor backward thinking! the hardware and sofor the winare can all work perfectly over wifi without an internet connection. why why why do you force it to maintain one??? please don t follow le s lead to dictate ridiculous limitations. there should be no need for you to need to have any internet connection let alone a constant one. this be so limit cripple my $58 purchase of a new chromecast into something that be only worth about $15 to me.,b
up till recently it work on many site but in last few week chromecast icon have diseared. why? force to use mirror mode which be slow and cumbersome why?,b
fail to stream. used to work flawlessly but now it s in an endless loop of try to connect.,b
it allow us to connect with two more tv s but the audio be not enhance and sometimes it give us delay of about 5 6 sec,b
be there a way to select resolution of youtube video while play on chromecast ? for example i want to select 360p instead of 720p or 1080p for a video while play on chromecast to decrease buffering period but i can t find such option,b
i no longer can mirror from my tablet or phone. what be the problem,b
very disoint with google. i have a gen one chromecast and with the new update it have lose all ability to connect. now some have say it be the internet but don t be fool it be not your internet my chrome cast find my wifi just fine and my phone be clearly connect but the won t find my chrome cast.. if google be go to pull crap like stopping support for older model in a bid to sell the new ones.. well i may have to switch to le.,b
it s good but every time there be an update it mess it up fix the problem and stop mess up the cast when it be work fine in the last update,b
either fire your qa person or get your act together. all recent google update have break all functionality!,b
update volume control no longer works. why remove functionality or allow your partners to? also why not allow for directly entering the ip information in the clients . having to be in the same broadcast domain is windows bs from the 90s. if ms finally figured it out you can as well.   original please allow the to function when the phone is providing wifi for other devices.,b
disconnect randomly,b
my mobile lication cannot find any chromecast device while on the tv screen my chromecast be show set me up be it the chromecast device or the please reply asap i have be see this trouble since past 7 month ! my chromecast work only once ! please do something while you can !!!!,b
you have to exit and close the youtube around five time before it will connect.,b
crash a lot,b
i have the older generation chromecast and it used to work perfectly. since the last update it s have problem connection to the device. i ve try from my android device and my computer and it doesn t work well at all. please help google!,b
it mostly doesn t work,b
need to keep reset my device. please fix.,b
how in the world can i not simply cast my phone screen to this device. i buy it because i m in a place without wifi and i think i can screen mirror my phone and use my datum to watch netflix. nope. so half the convience and eal be gone.,b
win t let me cast to screen,b
i get google cast and it work for a month. i can cast from netflix cast from youtube and even cast my device screen on my tv. recently i update to marshmallow and although i can still cast from youtube i couldn t cast the screen of my device. 3 star for partial functionality. google should fix this and come get the six star it deserves.,b
have to restart,b
screen cast not work from nexus 9,b
please fix!!! after the last update none of my device be discoverable! i have try reboot turn wifi on and off even reinstal the ! please help.,b
. win t work.,b
buenisin my opinion,b
be great for a few months. now can t connect at all. be it a recent update that screwed it up?,b
wont stay connectedperiod. now both old and new version be apeice of crap. tire google acting like its not their fault,b
upgrade ruin screen mirror,b
just buy some unknown brand stream device. probably a lot accessible. 2 update since everybody s unable to cast online content still not fixed. say they look onto it but and yeah they just look onto it.,b
update break s ability to see my chromecast,b
win t even recognise my wifi with correct password anymore. so bad i m think about crle tv which i can t afford,b
sometimes it cast but many of time it doesn t since this update! really piss me off!,b
it just play the same mess my playstation and tv do can t play showbox or other thing i want a waste of 35 buck take it back,b
last update make it useless,b
pic castigate video from phone be horrible,b
sometimes it work sometimes it doesn t. it usually mess up during a good netflix or hbo now marathon. i will try a stream device to eliminate used my phone. mostly hate it customer service be horrible!,b
i seem to have to open re open close recast in the youtube to keep the queue connect with the chrome cast device need to be more reliable,b
i ve have two cast device for a couple of year now. never have an issue with them until it update to google cast. set up fail everytime. i have do everything from factory reset of my cast device router modem even go out and buy the 2nd gen chromecast still fail during set up. i have be unable to use my chromecast for months. you have person that have spend money on medium and can t watchlisten to it. it s ridiculous at this point.,b
when cast mobile doesn t work it take too much to disconnect signal.,b
everytime i even attempt to watch something. i get shower with pop up then it force quits. waste of space.,b
sporadic resolution,b
no workee anymore on lg g4.,b
yea.. only work like half the time. think i break it when i try to cast my nudeness in all it glory.,b
too difficult to connect,b
wonder how bad the first device was. everything about google cast be riddle with bug make it crash stop playing lose connection etc. i have yet to watch an entire movie without technical issues.,b
spotify no longer show google chromecast in the device list after recent update. work great before that,b
take like 2 month to connect to a device fix this problem,b
so after the awful update why be it that none of my google cast s work with chromecast. to cast video and photo i need separate third party s. not cool and very frustrating. i used to recommend this to a lot of people. now i dont recommend it at all.,b
such a hard time connect with netflix to my first gen chromecast. both s update and still.,b
crash on my kyocera hydro icon,b
i continue to get an error 16001. netflix win t stream to my new chromecast. every other works.,b
initially when first install it work great. as of late i can no longer connect to pandora and it keep disconnect from netflix. please fix!,b
bur while the hell can i not mirror my device? its great for watch video but it will not allow me to access all of its features.,b
i hate it . i waste my money and see its useless. it be connect for only 3 seconds. i wish this comment to be send to the vendor.,b
stream only last a 30secound if i m lucky and it disconnect from the internet and reconect non stop,b
put miracast support back in marshmallow!,b
this be one of the most frustrating google services. crash lag video playback be a hit or miss. need more update,b
keep disconnect often i have to reset almost every time i used as today 71416 officially dead i will switch to a better system to stream,b
pos hard to set up and then win t even cast google s own flag ship browser totally worthless!,b
why can t you have a minus rating so we can give a more accurate review. as useful as a chocolate tea pot. i can t believe you can t fix such a minor problem as connect 2 device together. i can connect to my other phone but not this device that have be specifically design to connect with each other. you would think that with the huge amount of money they make they can pay some school kid to fix this problem.,b
i can t connect at all after the update,b
i cant even cast my screen,b
any time i want to watch netflix on my chrome cast i have to uninstall it and reinstall it each and every time. i will lose connection for some reason while i m watch a movie or show and then i have uninstall and reinstall over and over. i ve have this problem since about a month after i get the chrome cast and i get it in december 122515 .,b
it win t cast on my phone and its not even an iphone,b
didn t find my wifi on galaxy s7 edge. i used the laptop to the setup.,b
work better before update,b
it s not get connected. it show cast screen option and the moment i click it. it get a blank tv screen and the lication say disconnection. need to fix.,b
the very nature of this system mean it should understand virtually any video and audio format you throw at it. alas google have decide to only support a pitiful handful make the whole system next to useless. have some avi wmv divx mkv etc etc file you want to view on your tv? forget it it only support a couple of formats. and even if you do have a file it understand you ll probably get no sound as it only understand a pitiful variety. no dolby digital or dts support etc etc. don t waste your time with this system.,b
work well on sgs5 and sony z. note 10.1 2014 freeze and shut down make it unusable when casting. all other s work ok,b
i have a nice sammy note 4 phone and the latest chrome dongle. i get them to display the big blue logo on the tv but that s about it. it doesn t work. save yourself some hair and an hour off your life you cant get back. don t install this,b
we used to have a computer and wireless keyboard and mouse. they be always run out of battery and be never where we need them. now with chrome cast we have everything at our fingertips! i always have my phone on me! we like this product a lot and have not have any problems.,b
this thing be drive me mad. it work for a couple of month then just stop connecting. i reset it via the unit and reconnect it. nothing. totally bloody hopeless load of crap. i m used a gen two.,b
after successfully set up chrome cast the loose connection. the chrome cast stream effortlessly.,b
i buy it a month ago it be work nicely until the last update it want my location and always tell me it will not work because of my location i live in kuwait please fix this problem,b
win t stay link to wifi boot out 5 min or less .,b
i can connect my lg stylus dab+ phone but cast only last about 3 4 minutes. why?,b
since update it no longer recognise my device. i ve try re set it back up but still nothing. absolutely waste of money and plastic.,b
ok here be the issue of have a htc desire 626 and try to use chromecast device. it win t work with just the htc 626 desire phone you need a separate device or have home wi fi installed. htc have its own device similar to the chromecast but not sure if it s worth the price though and know chromecast can be used by more than one brand device. but two device be require for the htc 626 desire phone. i use my samsung tablet that have no wi fi on its own and have to be a wi fi for it to connect to.,b
it be a good to use from any remote device to cast screen on your tv but sometimes it really irritate the user when say device miss even when the device be turn on and can be add from another devices. need to be fix soon,b
it stopped!!!! why???? be good now will go to refund it angry,b
it function fast if you have the proper devices. doesn t cast to screen very well from samsung tab 4. have issue with casting video from chrome. the icon for cast a video from chrome or other browser on android do not ear. all other s work fine. will heat up a bit when cast screen.,b
rubbish,b
i ve have 2 chromecastaudio device and for 4 month awesome. now i struggle to find the devices. i have try all the recommendation to limited success. sometimes i see one sometimes 2 but more often none. i have try various tablet and phones. one that work today doesn t work tomorrow. google great product when it work please fix.,b
it be fine last night. now my device can t find it. un install and reinstall but now my device say i m connect but nothing be casting.,b
let us cast our phone screen with wi fi direct eliminate the need for internet by the chrome cast. piss me off to need wi fi to cast to my tv. this suck as is.,b
it s ridiculous that i must have a wifi connection to cast. i have an android phone and i m try to connect to a google cast with my unlimited data plan so i can watch a movie from netflix on my tv. i ve spend a few hundred dollar on the galaxy note 5 and the cast dongle but i still can t screen mirror without a freaking wifi connection? worthless.,b
never connect to chromecast and just act like it be but the play window never pop up. cannot cast to any device now used any program that s on the play store include local cast with my primary casting .,b
i buy a sony wireless speaker with build in chromecast audio support big mistake. it should never have be certify buy google. it be rubbish always drop connection or worse cannot even create a connection and i have to continuously reset. it also win t let me create a group with my cast audio dongle. i m guess cause sony be so slow to update firmware to latest cast version.,b
have used it alot but at some point i begin have trouble chromecast will lose connection to netflix the show will continue but i can t control it.,b
win t stay connect to pandora..or be recognize as an option most of the time.maybe time to move on to something else..,b
do not recognize newer tablet,b
it give more trouble than it solve u.u and i like google service but this have be a nightmare,b
don t buy one completely useless on any device,b
i follow the step exactly and it can t find the chromecast. i set it up for my laptop so i know it works.,b
pain to set up keep disconnect my wifi and then win t set up because it can t connect to my network. waste of time and money better to invest in smart tv dvd player with wifi or roku.,b
absolutely no complaint have it on 3 device dont know why it doesnt have a five star rating.,b
bug bug qe plante,b
to all samsung s7 edge users. dont buy chromecast. waste of money. doesnt work on my samsung s7 edge. always disconnecting. can not do mirror too on samsung s7. biggest regret buying this.,b
the only problem be to slow be,b
win t show up on my samsung s6. factory reset only to get all sort of error messages. i spend more time set it up than actually watch anything on it and that s when i m lucky. even connect to help center to assist with all the problem be another freaking problem. freaking piece of crap.,b
really disoint in google lately. chrome cast disconnect constantly their music win t work unless you restart it youtube be absolutely atrocious recently and they don t seem to care.,b
do it need wifi,b
this doesn t work keep disconnect and turn off on its own if possible please fix,b
waste of money. couldn t connect to my s7 edge note 3 and samsung tab 2. greatest regret buying chrome cast. bs!,b
ask for a lot of personal datum that it don t need. and last update break my connection with 1.gen cast dev.!,b
i use hulu and netflix connect to my chromecast to watch show on my tv. recently i experience get disconnect all the time. the show still play on the tv but if i attempt to pause or rewind or forward it my phone be no longer connect to chromecast. if i get connect again it do not even resume to the last scene shown. this be so frustrating!,b
just another way for google to make money! i constantly have to restart the unit unplug it or throw it across the room. when it do connect it work great what the fuck google!!!!!!,b
great function,b
thus be the worst device that google have make,b
good for big screen browsing.,b
have to factory reset phone now all i get be the let s set up your chrome cast or link backdrop popup,b
whenever try to connect the screen it be not earing..,b
i have just spend more than an hour try to reconnect to my first gen chromecast after it be updated. none of my device can find the chromecast to allow me to cast to it. i try a reset but it be still invisible to setup and casting. online research show many other have have the same issue with no resolution. thank google for a worthless hunk of plastic that be go in the trash.,b
why do they stop work it be work fine when my husband board it work on my phone and his now i don t work at all we have it for a year now it say that google can t find cast please fix the network please,b
can t get it to connect to youtube or netflix half the time. have to unplug it and plug it back in multiple time a day,b
cannot find the chromecast from my z3 compact but can screen cast used the build in .,b
everytime i go to use my chromecast both my tablet and the chromecast freeze this have be hen for the past 2 month now can you please sort this out. it really be begjnn to mw annoy at the fact that i cant even use something ive paid for.,b
continuously reset,b
only thing i hate be that if you dont have wifi its pointless. but over all with wifi it work perfectly.,b
cc version 11.67 suck always frequent disconnected and can t reconnect when used latest youtube 11.25.55. before be 5 star,b
cant create group,b
inconveniently frustrate,b
totally digging my chromecast and this associate . simple functional and straight forward. nice job google. update; everytime i attempt to stream a movie via google play movie as well as un pause a movie i have to unplug my chromecast to reset it to remove captions. frustrate because caption be off in my settings. i m reconsider where i purchase steam digital movie provider at this point since there be so many. previously 5 star now 3.,b
